name,nationality,gender,birthdate
John Noneman,American,Male,1938
Barbara Norfleet,American,Female,1926
Dorothy Norman,American,Female,1905
John Warner Norton,American,Male,1876
William McFarlane Notman,Canadian,Male,1826
Lorie Novak,American,Female,1954
Gastone Novelli,Italian,Male,1925
David Novros,American,Male,1941
Ira Nowinski,American,Male,1942
Thomas Nozkowski,American,Male,1944
Sam Joseph Ntiro,Tanzanian,Male,1923
Yki Nummi,Finnish,Male,1925
Guillermo Nuñez,Chilean,Male,1930
Jim Nutt,American,Male,1938
Wallace Nutting,American,Male,1861
Futzie Nutzle,American,Female,1942
Gunnel Nyman,Finnish,Male,1909
Thom O'Connor,American,Male,1937
Roderic O'Conor,Irish,Male,1860
Hugh O'Donnell,British,Male,1950
Juan O'Gorman,Mexican,Male,1905
Frederick O'Hara,American,Male,1904
Pablo O'Higgins,American,Male,1904
Ida O'Keeffe,American,Female,1889
Georgia O'Keeffe,American,Female,1887
Jon T. O'Neal,American,Male,1957
John O'Reilly,American,Male,1930
Timothy O'Sullivan,American,Male,1840
Shuichi Obata,Japanese,Male,1932
Robert Oberheim,German,Male,1938
Jean Oberlé,French,Male,1900
Philomé Obin,Haitian,Male,1892
Isidoro Ocampo,Mexican,Male,1910
Miguel Ocampo,Argentine,Male,1922
Tetsuo Ochikubo,American,Male,1923
Starr Ockenga,American,Female,1938
Will Hiroshi Oda,American,Male,1943
Albert Oehlen,German,Male,1954
Richard Oelze,German,Male,1900
Donald M. Oenslager,American,Male,1902
Hans Ofner,Austrian,Male,1880
Hiroshi Ohchi,Japanese,Male,1908
George Ohr,American,Male,1857
Shinro Ohtake,Japanese,Male,1955
Koyo Okada,Japanese,Male,1895
Rikuro Okamoto,Japanese,Male,1943
Shigeo Okamoto,Japanese,Male,1934
Yoichi R. Okamoto,American,Male,1915
Okamura Kichiemon,Japanese,Male,1916
Tetsu Okuhara,American,Male,1942
Rafal Olbinski,Polish,Male,1945
Joseph Maria Olbrich,Austrian,Male,1867
Alexander Olbricht,German,Male,1876
Serge Oldenbourg,French,Male,1927
Claes Oldenburg,American,Male,1929
Elizabeth Olds,American,Female,1897
Jules Olitski,American,Male,1922
Nathan Oliveira,American,Male,1928
Armando Oliver,Spanish,Male,1896
Arthur Ollman,American,Male,1947
Barbara Olmsted,American,Female,1915
Eric H. Olson,Swedish,Male,1909
Lennart Olson,Swedish,Male,1925
Koshiro Onchi,Japanese,Male,1891
Ono Takahiro,Japanese,Male,1925
Yoko Ono,American,Female,1933
Gordon Onslow-Ford,British,Male,1912
Roman Opalka,Polish,Male,1931
Rodolfo Opazo,Chilean,Male,1935
Dennis Oppenheim,American,Male,1938
Meret Oppenheim,Swiss,Female,1913
John Opper,American,Male,1908
Emmanuel-Joseph-Raphael Orazi,French,Male,1860
Ezra Orion,Israeli,Male,1934
Felipe Orlando,Cuban,Male,1911
Emil Orlik,German,Male,1870
Don Ornitz,American,Male,1920
José Clemente Orozco,Mexican,Male,1883
Alfred Everitt Orr,American,Male,1886
George Ortman,American,Male,1926
Erik Ortvad,Danish,Male,1917
Osawa Gakyù,Japanese,Male,1890
Robert Osborn,American,Male,1904
Christine Osinski,American,Female,1948
Roberto Ossaye,Guatemalan,Male,1927
Alfonso Ossorio,American,Male,1916
Anders Osterlin,Swedish,Male,1926
Fayga Ostrower,Brazilian,Female,1920
Arthur Osver,American,Male,1912
Alejandro Otero,Venezuelan,Male,1921
Maria Catalina Otero Lamas,Argentine,Female,1909
Ryszard K. Otreba,Polish,Male,1932
Tom Otterness,American,Male,1952
Paul Outerbridge,American,Male,1896
Bill Owens,American,Male,1938
Amédée Ozenfant,French,Male,1886
Guy Pène du Bois,American,Male,1884
Alice Rahon,French,Female,1904
Wolfgang Paalen,Austrian,Male,1905
Onofrio A. Pacenza,Argentine,Male,1904
Walter Pach,American,Male,1883
Homer Page,American,Male,1918
Patrick D. Pagnano,American,Male,1947
Andrzej Pagowski,Polish,Male,1953
Nam June Paik,American,Male,1932
Timo Tauno Pajunen,American,Male,1945
Luisa Zuloaga de Palacios,Venezuelan,Female,1923
Mimmo Paladino,Italian,Male,1948
Julio Palazuelos,Chilean,Male,1931
Blinky Palermo,German,Male,1943
Marion Palfi,American,Female,1917
Hans Heinrich Palitzsch,German,Male,1912
Tony Palladino,American,Male,1930
Sven Palmqvist,Swedish,Male,1906
Panamarenko,Belgian,Male,1940
Hally Pancer,American,Female,1961
José Pancetti,Brazilian,Male,1904
Jerzy Panek,Polish,Male,1918
Otto Pankok,German,Male,1893
Ivo Pannaggi,Italian,Male,1901
Verner Panton,Danish,Male,1926
Cesare Paolini,Italian,Male,1937
Eduardo Paolozzi,British,Male,1924
Peter Paone,American,Male,1936
Tod Papageorge,American,Male,1940
Antonio Papasso,Italian,Male,1932
Georges Papazoff,Bulgarian,Male,1894
Frederick Papsdorf,American,Male,1887
Diógenes Paredes,Ecuadorian,Male,1910
Richard Pare,British,Male,1948
Mimi Parent,Canadian,Female,1924
Harold Paris,American,Male,1925
David Park,American,Male,1911
Ann Parker,American,Female,1934
Brynhild Parker,British,Male,1907
Olivia Parker,American,Female,1941
Raymond Parker,American,Male,1922
Parr,Canadian Inuit,Male,1893
Martin Parr,British,Male,1952
Maxfield Parrish,American,Male,1870
Roger Parry,French,Male,1905
Betty Parsons,American,Female,1900
Jürgen Partenheimer,German,Male,1947
Robert Partin,American,Male,1927
Edward Paschke,American,Male,1939
Jules Pascin,American,Male,1885
Victor Pasmore,British,Male,1908
César Paternosto,Argentine,Male,1931
Izhar Patkin,Israeli,Male,1955
Benjamin Patterson,American,Male,1934
Thomas Patti,American,Male,1943
Pierre Paulin,French,Male,1927
Herbert Paus,American,Male,1880
Pauta,Canadian,Male,1917
Pavlos,Greek,Male,1930
José Pavon,Mexican,Male,1902
Philip Pearlstein,American,Male,1924
Henry Pearson,American,Male,1914
John Pearson,American,Male,1940
Ronald Hayes Pearson,American,Male,1924
Max Pechstein,German,Male,1881
Mary Peck,American,Female,1952
Carl-Henning Pedersen,Danish,Male,1913
Paolo Pedrizzetti,Italian,Male,1947
Eleanore Peduzzi-Riva,Italian,Female,1936
Josef Peeters,Belgian,Male,1895
Franz Peffer,German,Male,1887
Amelia Peláez Del Casal,Cuban,Female,1896
John Pemberton,British,Male,1948
Gianni Penati,Italian,Male,1930
A.R. Penck (Ralf Winkler),German,Male,1939
Edward Penfield,American,Male,1866
Irving Penn,American,Male,1917
Joseph Pennell,American,Male,1860
Giuseppe Penone,Italian,Male,1947
Roland Penrose,British,Male,1900
Auguste Pèquègnot,French,Male,1819
Irene Rice Pereira,American,Female,1907
Gilles Peress,French,Male,1946
László Peri,Hungarian,Male,1899
Achille Perilli,Italian,Male,1927
Bernard Perlin,American,Male,1918
Abigail Perlmutter,American,Female,1950
Charlotte Perriand,French,Female,1903
Stephen Perrin,American,Male,1932
Herry Perry,British,Female,1893
Mario Persico,Italian,Male,1930
Dolly Perutz,American,Female,1908
Gaetano Pesce,Italian,Male,1939
Gabor Peterdi,American,Male,1915
Walter A. Peterhans,American,Male,1897
Roland Petersen,American,Male,1926
Pierre Petit,French,Male,1832
Hippolyte Petitjean,French,Male,1854
Irving Petlin,American,Male,1934
Trude Petri-Raben,American,Female,1906
Paul Petricone,American,Male,1923
Dimitri Petrov,American,Male,1919
William Pettet,American,Male,1942
Richard Pettibone,American,Male,1938
Emilio Pettoruti,Argentine,Male,1892
Mary Petty,American,Female,1899
Cesare Peverelli,Italian,Male,1922
Antoine Pevsner,French,Male,1886
Dominique-Paul Peyronnet,French,Male,1872
Wilfred Pezold,German,Male,1934
Judy Pfaff,American,Female,1946
Peter Pfisterer,Swiss,Male,1907
Bernard Pfriem,American,Male,1916
Ellen Phelan,American,Female,1943
Coles Phillips,American,Male,1880
Helen Phillips,American,Female,1913
Mary Walker Phillips,American,Female,1923
Peter Phillips,British,Male,1939
Tom Phillips,British,Male,1937
Celestino Piatti,Swiss,Male,1922
Jean Piaubert,French,Male,1900
Francis Picabia,French,Male,1879
Lil Picard,American,Female,1899
Pablo Picasso,Spanish,Male,1881
Joseph Piccillo,American,Male,1937
Ivan Picelj,Croatian,Male,1924
Walter Pichler,Austrian,Male,1936
Alton Pickens,American,Male,1917
Joseph Pickett,American,Male,1848
Carl Pickhardt,American,Male,1908
Paul Peter Piech,American,Male,1920
Otto Piene,German,Male,1928
Édouard Pignon,French,Male,1905
Faramarz Pilaram,Iranian,Male,1936
David Pilbrow,American,Male,1940
Howardena Pindell,American,Female,1943
Adão Pinheiro,Brazilian,Male,1938
Giovanni Pintori,Italian,Male,1912
Eugène Piot,French,Male,1821
René Piot,French,Male,1869
John Piper,British,Male,1903
Lauren Piperno,American,Female,1949
Horace Pippin,American,Male,1888
Ezio Pirali,Italian,Male,1921
Fausto Pirandello,Italian,Male,1899
Giancarlo Piretti,Italian,Male,1940
Camille Pissarro,French,Male,1830
Michelangelo Pistoletto,Italian,Male,1933
Gerardo Pita,Spanish,Male,1950
Pitseolak,Canadian,Female,1904
Armando Pizzinato,Italian,Male,1910
José Pla-Narbona,Spanish,Male,1928
Sylvia Plachy,American,Female,1943
Hans Platschek,German,Male,1923
Dimitri Petrovich Plavinsky,Russian,Male,1937
Linda Plotkin,American,Female,1938
David Plowden,American,Male,1932
Marjan Pogacnik,Yugoslav,Male,1920
Alfred Pohl,German,Male,1928
Anne Poirier,French,Female,1942
Patrick Poirier,French,Male,1942
Marcel Polak,Dutch,Male,1902
Rogelio Polesello,Argentine,Male,1939
Steve Poleskie,American,Male,1938
Flavio Poli,Italian,Male,1900
Serge Poliakoff,French,Male,1906
Sigmar Polke,German,Male,1941
Reginald Pollack,American,Male,1924
Joseph Pollet,American,Male,1897
Dean Pollock,American,Male,1897
Jackson Pollock,American,Male,1912
Arnaldo Pomodoro,Italian,Male,1926
Giò Pomodoro,Italian,Male,1930
Joan Ponç,Spanish,Male,1927
Fidelio Ponce De León,Cuban,Male,1896
Michael Ponce De Leon,American,Male,1922
Jacqueline Poncelet,British,Female,1947
Clayton Pond,American,Male,1941
Carlo Ponti,Italian,Male,1802
Gio Ponti,Italian,Male,1891
C. Emanuele Ponzio,Italian,Female,1923
Irene Poon,American,Female,1941
Larry Poons,American,Male,1937
Pootagook,Canadian,Male,1887
Lyubov Popova,Russian,Female,1889
James Poppitz,American,Male,1957
Bruce Porter,American,Male,1943
Eliot Porter,American,Male,1901
Fairfield Porter,American,Male,1907
Katherine Porter,American,Female,1941
Liliana Porter,American,Female,1941
A. Portier,French,Male,1850
Cândido Portinari,Brazilian,Male,1903
Giacomo Porzano,Italian,Male,1925
José-Guadalupe Posada,Mexican,Male,1852
Stephen Posen,American,Male,1939
Helen Margaret Post,American,Female,1907
William B. Post,American,Male,1857
Hannes Postma,Dutch,Male,1933
Jane Poupelet,French,Female,1878
Joanna Pousette-Dart,American,Female,1947
Richard Pousette-Dart,American,Male,1916
Cyril Edward Power,British,Male,1872
Rudy Pozzatti,American,Male,1925
Lucio Pozzi,American,Male,1935
Enrico Prampolini,Italian,Male,1894
Mario Prassinos,French,Male,1916
Charles Pratt,American,Male,1926
Davis J. Pratt,American,Male,1917
Léon Prébandier,French,Male,1921
Emile Preetorius,German,Male,1883
Jan Preisler,Czech,Male,1872
Maurice Prendergast,American,Male,1859
David Prentice,American,Male,1943
James Prestini,American,Male,1908
Jacques Prévert,French,Male,1900
Henri Pribik,Czech,Male,1944
Ken Price,American,Male,1935
Ursula Morley Price,British,Female,1936
Zigmunds Priede,American,Male,1935
David Prifti,American,Male,1961
Johan Thorn Prikker,Dutch,Male,1932
Stephen Prina,American,Male,1954
Douglas Prince,American,Male,1943
Richard Prince,American,Male,1949
Antoine Prinner,French,Male,1902
Leah De Prizio,American,Female,1935
Patrick Procktor,British,Male,1936
Rick Prol,American,Male,1956
Nikolai Prusakov,Russian,Male,1900
Otto Prutscher,Austrian,Male,1880
Pudlo Pudlat,Canadian,Male,1916
Peter Rose Pulham,British,Male,1910
Arthur Pulos,American,Male,1917
Jean Pougny (Ivan Puni),Russian,Male,1892
Hans Purrmann,German,Male,1880
Peter Purves-Smith,Australian,Male,1913
Tom Purvis,British,Male,1889
Martin Puryear,American,Male,1941
Theodor Puschkarski,Austrian,Male,1946
Mavis Pusey,American,Male,1928
Wallace Putnam,American,Male,1899
Pierre Puvis de Chavannes,French,Male,1824
Jean Puy,French,Male,1876
William Pye,British,Male,1938
Leonard Pytlak,American,Male,1910
Harvey Quaytman,American,Male,1937
Bernard Quentin,French,Male,1923
Herb Quick,American,Male,1925
Luis Quintanilla,Spanish,Male,1895
Lothar Quinte,German,Male,1923
Walter Quirt,American,Male,1902
Peter Raacke,German,Male,1928
David Rabinowitch,Canadian,Male,1943
Leo Rabkin,American,Male,1919
Ernest Race,British,Male,1913
André Racz,American,Male,1916
Lucia Radochonska,Polish,Female,1948
Franz Radziwill,German,Male,1895
Louis Raemaekers,Dutch,Male,1869
Markus Raetz,Swiss,Male,1941
Joseph Raffael,American,Male,1933
Bedri Rahmi,Turkish,Male,1913
Arnulf Rainer,Austrian,Male,1929
Tomas Rajlich,Czech,Male,1940
Naftali Rakuzin,Russian,Male,1948
Gunter Rambow,German,Male,1938
Everardo Ramirez,Mexican,Male,1906
Eduardo Ramirez Villamizar,Colombian,Male,1922
Rammellzee,American,Male,1960
Mel Ramos,American,Male,1935
José Carlos Ramos Galvez,Peruvian,Male,1948
Daniel Ranalli,American,Male,1946
Paul Rand,American,Male,1914
Herbert E. Randall,American,Male,1936
W. D. Randall,American,Male,1908
A. Richard Ranft,Swiss,Male,1862
Edward Ranney,American,Male,1942
Paul Ranson,French,Male,1862
Armand M. Rassenfosse,French,Male,1862
Hans H. Rath,Austrian,Male,1904
Stephan Rath,Austrian,Male,1876
Abraham Rattner,American,Male,1893
William H. Rau,American,Male,1855
Robert Rauschenberg,American,Male,1925
Tony Ray-Jones,British,Male,1941
Marie Raymond,French,Female,1908
Jean Pierre Raynaud,French,Male,1939
Josef Raynefeld,Polish,Male,1913
Omar Rayo,Colombian,Male,1928
Martial Raysse,French,Male,1936
N. Krishna Reddy,Indian,Male,1925
Bernard Reder,American,Male,1897
June Redfern,British,Female,1951
Robert S. Redfield,American,Male,1849
Odilon Redon,French,Male,1840
Junius Redwood,American,Male,1917
Ethel Reed,American,Female,1876
Ruth Reeves,American,Female,1892
Anton Refregier,American,Male,1905
Johannes Regn,Nationality unknown,Male,1935
Paula Rego,Portuguese,Female,1935
Steve Reich,American,Male,1936
Jesse Reichek,American,Male,1916
Josua Reichert,German,Male,1937
Vilem Reichmann,Czech,Male,1908
William Reimann,American,Male,1935
Ad Reinhardt,American,Male,1913
Nono Reinhold,Dutch,Female,1929
Reinhoud (Reinhoud D'haese),Belgian,Male,1928
Oscar G. Rejlander,British,Male,1813
Emilio J. Renart,Argentine,Male,1925
Albert Renger-Patzsch,German,Male,1897
Eduard Renggli,Swiss,Male,1882
Eric P. Renner,American,Male,1941
Pierre-Auguste Renoir,French,Male,1841
Edda Renouf,American,Female,1943
Marcia Resnick,American,Female,1950
Milton Resnick,American,Male,1917
Pierre Restany,French,Male,1930
Alfred Reth,Hungarian,Male,1884
Maria Reuter,German,Female,1929
Carl Fredrik Reuterswärd,Swedish,Male,1934
Charles Reutlinger,French,Male,1816
Paul Revel,French,Male,1922
Nancy Rexroth,American,Female,1946
Jesús Reyes Ferreira,Mexican,Male,1882
Jeanne Reynal,American,Female,1903
Grant T. Reynard,American,Male,1887
Alan Reynolds,British,Male,1926
Antonio Reynoso,Mexican,Male,1919
Serge Rezvani,French,Male,1928
Lovis Rhead,American,Male,1857
Marvin Rhodes,American,Male,1948
Georges Ribemont-Dessaignes,French,Male,1884
Barbara Chase-Riboud,American,Female,1939
Marc Riboud,French,Male,1923
Enric Ricart,Spanish,Male,1893
Franco Ricci,Italian,Male,1937
Leland Rice,American,Male,1940
James Bartlett Rich,American,Male,1866
Ceri Richards,British,Male,1903
Eugene Richards,American,Male,1944
Robert Richenburg,American,Male,1917
Germaine Richier,French,Female,1904
Gerhard Richter,German,Male,1932
Hans Richter,American,Male,1888
Klaus Richter,German,Male,1887
Roy Richter,American,Male,1914
Marco Richterich,Swiss,Male,1929
George Rickey,American,Male,1907
James Riddle,American,Male,1933
John G. Rideout,American,Male,1898
Lucie Rie,British,Female,1902
John Rieben,American,Male,1935
Claus Joseph Riedel,Austrian,Male,1925
Richard Riemerschmid,German,Male,1868
Henry Ries,American,Male,1917
Dolf Rieser,British,Male,1893
Gerrit Rietveld,Dutch,Male,1888
J.J.J. (Jean-Jacques-Joachim) Rigal,French,Male,1926
Robert Riggs,American,Male,1896
Jacob August Riis,American,Male,1849
Bridget Riley,British,Female,1931
Terry Riley,American,Male,1935
Klaus Rinke,German,Male,1939
Jean-Paul Riopelle,Canadian,Male,1923
Murray Riss,American,Male,1940
James Risser,American,Male,1947
William Rittase,American,Male,1894
Humberto Rivas,Argentine,Male,1937
Augusto Rivera,Colombian,Male,1922
Carlos Raquel Rivera,American,Male,1923
Diego Rivera,Mexican,Male,1886
Manuel Rivera,Spanish,Male,1927
Larry Rivers,American,Male,1923
Henri Rivière,French,Male,1864
Dan Rizzie,American,Male,1951
Manuel Robbe,French,Male,1872
Bruce Robbins,American,Male,1948
David Robbins,American,Male,1912
Hulda Robbins,American,Female,1910
LeRoy Southward Robbins,American,Male,1904
Louis-Rémy Robert,French,Male,1811
William Roberts,British,Male,1895
Henry Peach Robinson,British,Male,1830
Ione Robinson,American,Male,1910
Walter Robinson,American,Male,1950
T. H. Robsjohn-Gibbings,American,Male,1905
Hugo Robus,American,Male,1885
Gunther Rochelt,German,Male,1939
Dorothea Rockburne,American,Female,1932
Juan Antonio Roda,Colombian,Male,1921
Aleksandr Rodchenko,Russian,Male,1891
Auguste Rodin,French,Male,1840
Emilio Rodríguez Larraín,Peruvian,Male,1928
Manuel Rodríguez Lozano,Mexican,Male,1896
Sebastian Rodriguez,Peruvian,Male,1896
Nick Roericht,German,Male,1932
Kurt Roesch,American,Male,1905
Georg Walter Roessner,German,Male,1885
Walter Rogalski,American,Male,1923
Mary Rogers,British,Female,1929
Roger van Rogger,Belgian,Male,1914
Rogi André (Rozsa Klein),Hungarian,Female,1905
Milton Rogovin,American,Male,1909
Gilbert Rohde,American,Male,1894
Christian Rohlfs,German,Male,1849
Robert Rohm,American,Male,1934
Charles Roitz,American,Male,1935
Carlos Rojas,Colombian,Male,1933
Thomas Roma,American,Male,1950
Dominique Roman,French,Male,1824
Clare Romano,American,Female,1922
Oswaldo Romberg,Argentine,Male,1938
William Ronald,Canadian,Male,1926
