lat,lon,alt,date,device,os,version
40.7339477539,-73.9588699341,19.7999992371,2012-03-17 13:28:32,"iPhone3,3",5.1,1.0
40.7606582642,-73.9764404297,26.9917354584,2012-03-17 15:10:56,"iPhone3,3",5.1,1.0
40.765499115,-73.976234436,38.4736366272,2012-03-17 17:36:00,"iPhone3,3",5.1,1.0
40.7737770081,-73.9711380005,13,2012-03-17 18:03:44,"iPhone3,3",5.1,1.0
40.7789993286,-73.9690933228,39,2012-03-17 18:16:32,"iPhone3,3",5.1,1.0
40.7754402161,-73.9651489258,34,2012-03-17 18:31:28,"iPhone3,3",5.1,1.0
40.7706069946,-73.9642868042,42.9729804993,2012-03-17 19:01:20,"iPhone3,3",5.1,1.0
40.7524337769,-73.9617233276,70,2012-03-17 19:48:16,"iPhone3,3",5.1,1.0
40.7328071594,-73.9547271729,25.4593334198,2012-03-17 19:58:56,"iPhone3,3",5.1,1.0
40.7398033142,-73.9682312012,38,2012-03-18 00:14:56,"iPhone3,3",5.1,1.0
40.7339401245,-73.9589004517,20,2012-03-18 00:42:40,"iPhone3,3",5.1,1.0
40.7374305725,-73.9757766724,19.5,2012-03-18 20:54:24,"iPhone3,3",5.1,1.0
40.7340126038,-73.958946228,19.7999992371,2012-03-18 21:05:04,"iPhone3,3",5.1,1.0
40.7375946045,-73.9765853882,20,2012-03-19 02:37:52,"iPhone3,3",5.1,1.0
40.7345962524,-73.9594650269,19.7010154724,2012-03-19 02:52:48,"iPhone3,3",5.1,1.0
40.7376899719,-73.9770431519,20,2012-03-19 12:48:00,"iPhone3,3",5.1,1.0
40.7354125977,-73.9600830078,76,2012-03-19 13:02:56,"iPhone3,3",5.1,1.0
40.7333145142,-73.9547958374,22.8444881439,2012-03-19 13:56:16,"iPhone3,3",5.1,1.0
40.721282959,-73.9640960693,25.1358470917,2012-03-19 14:30:24,"iPhone3,3",5.1,1.0
40.7338409424,-73.9910354614,45.0613555908,2012-03-19 14:34:40,"iPhone3,3",5.1,1.0
40.7297286987,-73.9935455322,39.444442749,2012-03-19 14:41:04,"iPhone3,3",5.1,1.0
40.7278442383,-73.977355957,35.5978660583,2012-03-20 01:57:20,"iPhone3,3",5.1,1.0
40.7219429016,-73.9497146606,17,2012-03-20 02:12:16,"iPhone3,3",5.1,1.0
40.7266311646,-73.9524536133,29.8181819916,2012-03-20 03:26:56,"iPhone3,3",5.1,1.0
40.7289466858,-73.9575271606,19.8995227814,2012-03-20 03:39:44,"iPhone3,3",5.1,1.0
40.7340164185,-73.9589309692,19.2000007629,2012-03-20 03:46:08,"iPhone3,3",5.1,1.0
40.7376403809,-73.9765319824,19.6666660309,2012-03-20 15:25:52,"iPhone3,3",5.1,1.0
40.7312240601,-73.9514312744,19.4352684021,2012-03-20 15:32:16,"iPhone3,3",5.1,1.0
40.731174469,-73.9690856934,10,2012-03-20 15:55:44,"iPhone3,3",5.1,1.0
40.7290229797,-73.9929275513,44.8661689758,2012-03-20 16:04:16,"iPhone3,3",5.1,1.0
40.7419052124,-73.9906845093,42.25,2012-03-20 19:41:52,"iPhone3,3",5.1,1.0
40.729637146,-73.9934844971,42.8542175293,2012-03-20 20:01:04,"iPhone3,3",5.1,1.0
40.734287262,-73.9909973145,47.6666679382,2012-03-20 23:34:24,"iPhone3,3",5.1,1.0
40.7178039551,-73.9577331543,25.5,2012-03-20 23:49:20,"iPhone3,3",5.1,1.0
40.7322044373,-73.9562759399,23,2012-03-21 03:48:16,"iPhone3,3",5.1,1.0
40.7343864441,-73.9907989502,44.125,2012-03-21 12:58:40,"iPhone3,3",5.1,1.0
40.7295455933,-73.9935150146,43.1111106873,2012-03-21 14:26:08,"iPhone3,3",5.1,1.0
40.735660553,-73.9950332642,42.3675880432,2012-03-21 16:23:28,"iPhone3,3",5.1,1.0
40.7294883728,-73.9935073853,44.2000007629,2012-03-21 19:14:08,"iPhone3,3",5.1,1.0
40.732334137,-73.9547119141,44.260974884,2012-03-21 20:16:00,"iPhone3,3",5.1,1.0
40.7292671204,-73.9935073853,43.25,2012-03-22 12:13:52,"iPhone3,3",5.1,1.0
40.7342758179,-73.9911575317,47.6065559387,2012-03-22 22:51:44,"iPhone3,3",5.1,1.0
40.7321662903,-73.9564208984,24.3333339691,2012-03-22 23:08:48,"iPhone3,3",5.1,1.0
40.7170524597,-73.962097168,24.3442344666,2012-03-23 04:01:04,"iPhone3,3",5.1,1.0
40.6797599792,-73.9696884155,41.8292884827,2012-03-23 04:16:00,"iPhone3,3",5.1,1.0
40.6732711792,-73.9557571411,38,2012-03-23 04:30:56,"iPhone3,3",5.1,1.0
40.7120933533,-73.9472732544,52.6708602905,2012-03-23 04:58:40,"iPhone3,3",5.1,1.0
40.6999816895,-73.948890686,52.474319458,2012-03-23 05:20:00,"iPhone3,3",5.1,1.0
40.6724739075,-73.9581756592,51.9911575317,2012-03-23 05:49:52,"iPhone3,3",5.1,1.0
40.6798782349,-73.9671859741,51.9911575317,2012-03-23 06:15:28,"iPhone3,3",5.1,1.0
40.7372398376,-73.9640884399,51.9911575317,2012-03-23 06:21:52,"iPhone3,3",5.1,1.0
40.7340049744,-73.958946228,19.5,2012-03-23 06:32:32,"iPhone3,3",5.1,1.0
40.7351379395,-73.9907913208,43.7999992371,2012-03-23 14:06:56,"iPhone3,3",5.1,1.0
40.7287635803,-73.9931411743,43.507938385,2012-03-23 14:28:16,"iPhone3,3",5.1,1.0
40.7347259521,-73.9906158447,45.7606506348,2012-03-24 06:21:52,"iPhone3,3",5.1,1.0
40.7334022522,-73.9762496948,2,2012-03-24 07:02:24,"iPhone3,3",5.1,1.0
40.7339859009,-73.9588699341,20.25,2012-03-24 07:19:28,"iPhone3,3",5.1,1.0
40.7482452393,-73.9426116943,20.1856994629,2012-03-25 00:55:28,"iPhone3,3",5.1,1.0
40.7612838745,-73.9689788818,136.976638794,2012-03-25 00:59:44,"iPhone3,3",5.1,1.0
40.7636985779,-73.9637298584,40.7222213745,2012-03-25 01:12:32,"iPhone3,3",5.1,1.0
40.7584724426,-73.9707641602,69.9189605713,2012-03-25 04:09:36,"iPhone3,3",5.1,1.0
40.7502479553,-73.9438018799,96.4975967407,2012-03-25 04:18:08,"iPhone3,3",5.1,1.0
40.7406806946,-73.9483032227,96.4975967407,2012-03-25 04:35:12,"iPhone3,3",5.1,1.0
40.7388458252,-73.9663696289,-4,2012-03-25 04:41:36,"iPhone3,3",5.1,1.0
40.7339744568,-73.9588928223,19.2857151031,2012-03-25 05:37:04,"iPhone3,3",5.1,1.0
40.7295379639,-73.9934768677,50.75,2012-03-25 15:38:40,"iPhone3,3",5.1,1.0
40.732219696,-73.9547424316,25.875,2012-03-25 20:01:04,"iPhone3,3",5.1,1.0
40.7392883301,-73.9672088623,19.2857151031,2012-03-25 20:48:00,"iPhone3,3",5.1,1.0
40.7339286804,-73.9588088989,20.3999996185,2012-03-25 21:05:04,"iPhone3,3",5.1,1.0
40.7351722717,-73.9911193848,42.8888893127,2012-03-26 13:54:08,"iPhone3,3",5.1,1.0
40.7295417786,-73.9939346313,60.3482666016,2012-03-26 14:36:48,"iPhone3,3",5.1,1.0
40.7619400024,-73.9862594604,49.5550308228,2012-03-26 18:52:48,"iPhone3,3",5.1,1.0
40.7544059753,-73.9938049316,47.9493942261,2012-03-26 19:22:40,"iPhone3,3",5.1,1.0
40.7404136658,-74.0048065186,32.3013534546,2012-03-26 19:26:56,"iPhone3,3",5.1,1.0
40.7199478149,-74.0035476685,21.0007915497,2012-03-26 19:41:52,"iPhone3,3",5.1,1.0
40.7302474976,-73.9926834106,53,2012-03-26 20:20:16,"iPhone3,3",5.1,1.0
40.7299880981,-73.9782791138,37.625,2012-03-26 23:28:00,"iPhone3,3",5.1,1.0
40.7348251343,-73.9592666626,34,2012-03-26 23:38:40,"iPhone3,3",5.1,1.0
40.7152557373,-73.9527740479,19,2012-03-27 14:15:28,"iPhone3,3",5.1,1.0
40.7306480408,-73.9818496704,19,2012-03-27 14:30:24,"iPhone3,3",5.1,1.0
40.7350845337,-73.9908294678,44.3524246216,2012-03-27 14:34:40,"iPhone3,3",5.1,1.0
40.7297172546,-73.9935531616,43.2168045044,2012-03-27 14:43:12,"iPhone3,3",5.1,1.0
40.7322654724,-73.9546661377,26.2000007629,2012-03-27 22:36:48,"iPhone3,3",5.1,1.0
40.7394065857,-73.9673995972,19.3333339691,2012-03-28 00:06:24,"iPhone3,3",5.1,1.0
40.7339630127,-73.9588623047,19.7142848969,2012-03-28 00:21:20,"iPhone3,3",5.1,1.0
40.7383537292,-73.9753723145,19,2012-03-28 13:09:20,"iPhone3,3",5.1,1.0
40.7350311279,-73.9906463623,47.943107605,2012-03-28 13:13:36,"iPhone3,3",5.1,1.0
40.7294960022,-73.9933776855,45.8571434021,2012-03-28 14:24:00,"iPhone3,3",5.1,1.0
40.7351379395,-73.9910888672,40.9387664795,2012-03-28 21:52:00,"iPhone3,3",5.1,1.0
40.7344284058,-73.9760131836,45.1180610657,2012-03-28 22:21:52,"iPhone3,3",5.1,1.0
40.7340087891,-73.9589309692,18.3999996185,2012-03-28 22:28:16,"iPhone3,3",5.1,1.0
40.7361907959,-73.9762649536,18.5,2012-03-29 04:18:08,"iPhone3,3",5.1,1.0
40.7339477539,-73.9588623047,18,2012-03-29 04:24:32,"iPhone3,3",5.1,1.0
40.7299461365,-73.9937438965,41.2222213745,2012-03-29 12:33:04,"iPhone3,3",5.1,1.0
40.7247924805,-73.9797973633,44.4800643921,2012-03-30 01:38:08,"iPhone3,3",5.1,1.0
40.714138031,-73.9587783813,29,2012-03-30 01:44:32,"iPhone3,3",5.1,1.0
40.6963310242,-73.9526290894,24.7999992371,2012-03-30 03:33:20,"iPhone3,3",5.1,1.0
40.7127418518,-73.9567871094,25.2857151031,2012-03-30 03:39:44,"iPhone3,3",5.1,1.0
40.6964950562,-73.9526748657,24.2082500458,2012-03-30 04:35:12,"iPhone3,3",5.1,1.0
40.7138252258,-73.9588012695,4.00128793716,2012-03-30 04:48:00,"iPhone3,3",5.1,1.0
40.6972312927,-73.9528503418,23.5555553436,2012-03-30 06:19:44,"iPhone3,3",5.1,1.0
40.7063713074,-73.9552688599,8,2012-03-30 06:34:40,"iPhone3,3",5.1,1.0
40.7127037048,-73.9567489624,16.1660652161,2012-03-30 06:51:44,"iPhone3,3",5.1,1.0
40.7110290527,-73.9493637085,44,2012-03-30 07:49:20,"iPhone3,3",5.1,1.0
40.7236671448,-73.9571228027,16,2012-03-30 08:46:56,"iPhone3,3",5.1,1.0
40.737361908,-73.9670410156,44,2012-03-30 08:53:20,"iPhone3,3",5.1,1.0
40.7339744568,-73.9589080811,19.5,2012-03-30 09:21:04,"iPhone3,3",5.1,1.0
40.7362289429,-73.9761734009,18,2012-03-30 10:18:40,"iPhone3,3",5.1,1.0
40.7344703674,-73.9630279541,19.6427326202,2012-03-30 10:31:28,"iPhone3,3",5.1,1.0
40.7351722717,-73.9911346436,44.2857131958,2012-03-30 16:14:56,"iPhone3,3",5.1,1.0
40.7297973633,-73.993309021,47.0413627625,2012-03-30 16:23:28,"iPhone3,3",5.1,1.0
40.7323303223,-73.9546661377,26.7272720337,2012-03-30 20:26:40,"iPhone3,3",5.1,1.0
40.7375221252,-73.9675445557,19,2012-03-30 22:26:08,"iPhone3,3",5.1,1.0
40.7339363098,-73.9588394165,20,2012-03-30 22:36:48,"iPhone3,3",5.1,1.0
40.729724884,-73.9933166504,47.2222213745,2012-03-31 16:38:24,"iPhone3,3",5.1,1.0
40.7350540161,-73.9908752441,45.1623687744,2012-03-31 21:49:52,"iPhone3,3",5.1,1.0
40.7278404236,-73.9883880615,31.043964386,2012-04-01 00:06:24,"iPhone3,3",5.1,1.0
40.7313995361,-73.9538650513,39.1627044678,2012-04-01 03:05:36,"iPhone3,3",5.1,1.0
40.7339553833,-73.9588394165,18.7142848969,2012-04-01 03:16:16,"iPhone3,3",5.1,1.0
40.761756897,-73.9864273071,69.25,2012-04-01 16:59:44,"iPhone3,3",5.1,1.0
40.7515449524,-73.9892425537,61.4738883972,2012-04-01 19:14:08,"iPhone3,3",5.1,1.0
40.7339477539,-73.9949569702,25.6545276642,2012-04-01 19:20:32,"iPhone3,3",5.1,1.0
40.729259491,-73.9935836792,44.4490470886,2012-04-01 20:01:04,"iPhone3,3",5.1,1.0
40.7346229553,-73.9907684326,46.4398384094,2012-04-02 01:14:40,"iPhone3,3",5.1,1.0
40.7342376709,-73.9759902954,43.6329116821,2012-04-02 01:40:16,"iPhone3,3",5.1,1.0
40.733959198,-73.9588394165,19.3333339691,2012-04-02 01:55:12,"iPhone3,3",5.1,1.0
40.736530304,-73.9707336426,5,2012-04-02 14:15:28,"iPhone3,3",5.1,1.0
40.7342605591,-73.9915161133,41,2012-04-02 14:21:52,"iPhone3,3",5.1,1.0
40.7294883728,-73.9934692383,45.8658905029,2012-04-02 14:49:36,"iPhone3,3",5.1,1.0
40.734828949,-73.9776153564,36.8037834167,2012-04-03 02:37:52,"iPhone3,3",5.1,1.0
40.7339706421,-73.9589080811,18,2012-04-03 02:46:24,"iPhone3,3",5.1,1.0
40.7369232178,-73.9765014648,18.285572052,2012-04-03 03:41:52,"iPhone3,3",5.1,1.0
40.7339706421,-73.9588546753,18.3333339691,2012-04-03 04:20:16,"iPhone3,3",5.1,1.0
40.7352371216,-73.9913330078,41.25,2012-04-03 14:38:56,"iPhone3,3",5.1,1.0
40.7307319641,-73.9924850464,43.770072937,2012-04-03 14:45:20,"iPhone3,3",5.1,1.0
40.7243881226,-73.9707489014,51.1874580383,2012-04-03 22:17:36,"iPhone3,3",5.1,1.0
40.7150726318,-73.9502563477,16,2012-04-03 22:21:52,"iPhone3,3",5.1,1.0
40.712600708,-73.9578857422,31.6193656921,2012-04-03 23:04:32,"iPhone3,3",5.1,1.0
40.736289978,-73.9591445923,21.7123069763,2012-04-04 00:12:48,"iPhone3,3",5.1,1.0
40.7348709106,-73.9711456299,19.3999996185,2012-04-04 12:56:32,"iPhone3,3",5.1,1.0
40.7341804504,-73.9910812378,49.8101882935,2012-04-04 13:00:48,"iPhone3,3",5.1,1.0
40.7294311523,-73.9934082031,46.3062858582,2012-04-04 14:30:24,"iPhone3,3",5.1,1.0
40.7352142334,-73.9911575317,47.2835388184,2012-04-04 23:51:28,"iPhone3,3",5.1,1.0
40.7323303223,-73.954574585,45.8185195923,2012-04-05 00:21:20,"iPhone3,3",5.1,1.0
40.7372245789,-73.9760284424,18.7142848969,2012-04-05 12:07:28,"iPhone3,3",5.1,1.0
40.7328300476,-73.9548034668,25.2306632996,2012-04-05 12:13:52,"iPhone3,3",5.1,1.0
40.7294044495,-73.9935379028,44,2012-04-05 12:41:36,"iPhone3,3",5.1,1.0
40.7339706421,-73.9910049438,47.4816894531,2012-04-05 20:01:04,"iPhone3,3",5.1,1.0
40.734085083,-73.9586029053,20.428571701,2012-04-05 20:33:04,"iPhone3,3",5.1,1.0
40.7290916443,-73.9575119019,21.6944885254,2012-04-05 22:49:36,"iPhone3,3",5.1,1.0
40.7340011597,-73.9589691162,24.085111618,2012-04-05 23:49:20,"iPhone3,3",5.1,1.0
40.7285423279,-73.9834899902,26.8651256561,2012-04-06 01:14:40,"iPhone3,3",5.1,1.0
40.7351837158,-73.9590682983,35.2034263611,2012-04-06 04:26:40,"iPhone3,3",5.1,1.0
40.7351074219,-73.9906921387,41.6666679382,2012-04-06 15:06:40,"iPhone3,3",5.1,1.0
40.730632782,-73.9923934937,44.114692688,2012-04-06 15:10:56,"iPhone3,3",5.1,1.0
40.7328491211,-73.9771881104,45.6404838562,2012-04-06 21:13:36,"iPhone3,3",5.1,1.0
40.7328109741,-73.9546966553,25.3091583252,2012-04-06 21:20:00,"iPhone3,3",5.1,1.0
40.741027832,-73.9669570923,17.2998962402,2012-04-06 22:34:40,"iPhone3,3",5.1,1.0
40.7340049744,-73.958946228,19.7940216064,2012-04-06 22:51:44,"iPhone3,3",5.1,1.0
40.7268943787,-73.9573059082,16.2511253357,2012-04-07 02:16:32,"iPhone3,3",5.1,1.0
40.7339096069,-73.9588241577,22.7777786255,2012-04-07 03:33:20,"iPhone3,3",5.1,1.0
40.7373161316,-73.9764862061,-14,2012-04-07 03:56:48,"iPhone3,3",5.1,1.0
40.7360610962,-73.9615402222,23,2012-04-07 04:11:44,"iPhone3,3",5.1,1.0
40.7356529236,-73.9805450439,18.75,2012-04-07 14:13:20,"iPhone3,3",5.1,1.0
40.7263717651,-73.9952697754,53,2012-04-07 14:24:00,"iPhone3,3",5.1,1.0
40.730922699,-73.9955062866,45.819103241,2012-04-07 16:53:20,"iPhone3,3",5.1,1.0
40.7314338684,-73.9551696777,32.3192634583,2012-04-08 01:59:28,"iPhone3,3",5.1,1.0
40.7377204895,-73.9652862549,18.7999992371,2012-04-08 03:58:56,"iPhone3,3",5.1,1.0
40.7339744568,-73.9588775635,19.3026561737,2012-04-08 04:13:52,"iPhone3,3",5.1,1.0
40.7363014221,-73.976600647,18.8333339691,2012-04-08 13:26:24,"iPhone3,3",5.1,1.0
40.7343940735,-73.9624176025,19.9183940887,2012-04-08 13:39:12,"iPhone3,3",5.1,1.0
40.7297973633,-73.993309021,18.2728481293,2012-04-08 16:44:48,"iPhone3,3",5.1,1.0
40.7317848206,-73.9779586792,46.555557251,2012-04-09 02:01:36,"iPhone3,3",5.1,1.0
40.7339706421,-73.9589004517,18,2012-04-09 02:08:00,"iPhone3,3",5.1,1.0
40.7322349548,-73.9932479858,20.5852947235,2012-04-09 14:00:32,"iPhone3,3",5.1,1.0
40.7317771912,-73.9545669556,27.2666664124,2012-04-10 01:33:52,"iPhone3,3",5.1,1.0
40.7364883423,-73.9738388062,67,2012-04-10 02:50:40,"iPhone3,3",5.1,1.0
40.7363319397,-73.9619598389,21,2012-04-10 03:05:36,"iPhone3,3",5.1,1.0
40.7368240356,-73.9771575928,19.6666660309,2012-04-10 13:30:40,"iPhone3,3",5.1,1.0
40.7339630127,-73.9588470459,18.0371856689,2012-04-10 13:45:36,"iPhone3,3",5.1,1.0
40.7209434509,-73.9630126953,16,2012-04-10 14:13:20,"iPhone3,3",5.1,1.0
40.7298164368,-73.9935150146,46.3846168518,2012-04-10 14:19:44,"iPhone3,3",5.1,1.0
40.728767395,-73.999382019,30.7276115417,2012-04-10 22:41:04,"iPhone3,3",5.1,1.0
40.7298660278,-73.9934997559,45.5999984741,2012-04-10 23:42:56,"iPhone3,3",5.1,1.0
40.7319335938,-73.9546966553,47.6569976807,2012-04-11 00:49:04,"iPhone3,3",5.1,1.0
40.7386245728,-73.9666671753,17.5,2012-04-11 01:25:20,"iPhone3,3",5.1,1.0
40.7340126038,-73.9589538574,18.25,2012-04-11 01:38:08,"iPhone3,3",5.1,1.0
40.7348213196,-73.990852356,42.2000007629,2012-04-11 13:17:52,"iPhone3,3",5.1,1.0
40.7305870056,-73.9934082031,41.6975860596,2012-04-11 14:21:52,"iPhone3,3",5.1,1.0
40.723991394,-73.9915313721,40.7777786255,2012-04-11 16:59:44,"iPhone3,3",5.1,1.0
40.7299346924,-73.9940414429,44.785949707,2012-04-11 17:50:56,"iPhone3,3",5.1,1.0
40.725440979,-73.9945755005,29,2012-04-11 22:49:36,"iPhone3,3",5.1,1.0
40.7298774719,-73.9931488037,47.7257194519,2012-04-11 22:58:08,"iPhone3,3",5.1,1.0
40.7425613403,-73.9875717163,49,2012-04-11 23:15:12,"iPhone3,3",5.1,1.0
40.7498588562,-73.9484558105,49,2012-04-11 23:32:16,"iPhone3,3",5.1,1.0
40.7567939758,-73.9209365845,49,2012-04-11 23:38:40,"iPhone3,3",5.1,1.0
40.7507171631,-73.9383010864,37,2012-04-12 03:24:48,"iPhone3,3",5.1,1.0
40.7450065613,-73.9488677979,37,2012-04-12 04:01:04,"iPhone3,3",5.1,1.0
40.7334480286,-73.9581985474,20.8113422394,2012-04-12 04:05:20,"iPhone3,3",5.1,1.0
40.7350311279,-73.9910888672,44.2857131958,2012-04-12 12:20:16,"iPhone3,3",5.1,1.0
40.7294273376,-73.993347168,44.9816017151,2012-04-12 12:35:12,"iPhone3,3",5.1,1.0
40.7284355164,-73.9996948242,32.0852127075,2012-04-12 18:10:08,"iPhone3,3",5.1,1.0
40.7265357971,-74.0065383911,32.035194397,2012-04-12 18:20:48,"iPhone3,3",5.1,1.0
40.7361907959,-74.005317688,24.4444446564,2012-04-12 19:46:08,"iPhone3,3",5.1,1.0
40.7293968201,-74.0016555786,12,2012-04-12 19:50:24,"iPhone3,3",5.1,1.0
40.7297058105,-73.9941101074,53.7777786255,2012-04-12 19:58:56,"iPhone3,3",5.1,1.0
40.7310905457,-73.9577636719,54.5870933533,2012-04-12 22:36:48,"iPhone3,3",5.1,1.0
40.7240104675,-73.9804077148,23.843503952,2012-04-13 15:36:32,"iPhone3,3",5.1,1.0
40.7295837402,-73.9938964844,55.3347587585,2012-04-13 15:47:12,"iPhone3,3",5.1,1.0
40.741733551,-73.9854812622,46.0312271118,2012-04-13 21:11:28,"iPhone3,3",5.1,1.0
40.7533531189,-73.9775314331,46.0312271118,2012-04-13 21:17:52,"iPhone3,3",5.1,1.0
40.7621421814,-73.9702377319,46.0312271118,2012-04-13 21:34:56,"iPhone3,3",5.1,1.0
40.752243042,-73.9221725464,46.0312271118,2012-04-13 21:43:28,"iPhone3,3",5.1,1.0
40.7367591858,-73.933380127,28.5490283966,2012-04-14 03:50:24,"iPhone3,3",5.1,1.0
40.7279624939,-73.9488143921,11,2012-04-14 04:05:20,"iPhone3,3",5.1,1.0
40.7201843262,-73.9622650146,15,2012-04-14 04:11:44,"iPhone3,3",5.1,1.0
40.7277450562,-73.9542236328,23.75,2012-04-14 04:18:08,"iPhone3,3",5.1,1.0
40.7339630127,-73.9589004517,17.9664993286,2012-04-14 04:45:52,"iPhone3,3",5.1,1.0
40.7410202026,-73.966583252,17.6666660309,2012-04-14 06:21:52,"iPhone3,3",5.1,1.0
40.7339706421,-73.9589004517,17.6666660309,2012-04-14 06:47:28,"iPhone3,3",5.1,1.0
40.7411575317,-73.9667282104,7,2012-04-14 07:06:40,"iPhone3,3",5.1,1.0
40.7338867188,-73.9588317871,18.8999996185,2012-04-14 07:25:52,"iPhone3,3",5.1,1.0
40.7339134216,-73.9588317871,19.3333339691,2012-04-14 14:45:20,"iPhone3,3",5.1,1.0
40.7400436401,-73.9680328369,19.3333339691,2012-04-14 18:08:00,"iPhone3,3",5.1,1.0
40.7339935303,-73.9588928223,18.3333339691,2012-04-14 18:25:04,"iPhone3,3",5.1,1.0
40.7469177246,-73.9450912476,22.7136154175,2012-04-14 21:17:52,"iPhone3,3",5.1,1.0
40.7398605347,-73.9279937744,30,2012-04-14 21:26:24,"iPhone3,3",5.1,1.0
40.7429618835,-73.9048080444,37.565952301,2012-04-14 21:30:40,"iPhone3,3",5.1,1.0
40.745891571,-73.8860473633,37.565952301,2012-04-14 21:37:04,"iPhone3,3",5.1,1.0
40.7498092651,-73.906288147,37.565952301,2012-04-14 21:49:52,"iPhone3,3",5.1,1.0
40.7538833618,-73.9243240356,17,2012-04-14 21:58:24,"iPhone3,3",5.1,1.0
40.7653427124,-73.9493103027,30.2867469788,2012-04-15 03:35:28,"iPhone3,3",5.1,1.0
40.7469329834,-73.8913269043,30.2867469788,2012-04-15 03:46:08,"iPhone3,3",5.1,1.0
40.7459983826,-73.928276062,36.0862236023,2012-04-15 04:01:04,"iPhone3,3",5.1,1.0
40.733505249,-73.9505233765,36.0862236023,2012-04-15 04:09:36,"iPhone3,3",5.1,1.0
40.7339782715,-73.9589157104,18,2012-04-15 04:24:32,"iPhone3,3",5.1,1.0
40.7167129517,-73.9486236572,18.3333339691,2012-04-15 14:02:40,"iPhone3,3",5.1,1.0
40.7257423401,-73.9730758667,21.4901008606,2012-04-15 14:19:44,"iPhone3,3",5.1,1.0
40.7287254333,-73.989944458,48.2481460571,2012-04-15 14:26:08,"iPhone3,3",5.1,1.0
40.725730896,-73.994758606,39.0833320618,2012-04-15 17:29:36,"iPhone3,3",5.1,1.0
40.7305145264,-73.9952087402,30.235294342,2012-04-15 19:16:16,"iPhone3,3",5.1,1.0
40.7143211365,-73.9517211914,19.2000007629,2012-04-15 21:17:52,"iPhone3,3",5.1,1.0
40.7239189148,-73.9510650635,25.5,2012-04-15 21:26:24,"iPhone3,3",5.1,1.0
40.7308082581,-73.956161499,25.5,2012-04-15 21:32:48,"iPhone3,3",5.1,1.0
40.723110199,-73.9506072998,21.1421585083,2012-04-16 01:06:08,"iPhone3,3",5.1,1.0
40.727519989,-73.9572067261,19.375,2012-04-16 02:59:12,"iPhone3,3",5.1,1.0
40.7395324707,-73.9698028564,36,2012-04-16 03:20:32,"iPhone3,3",5.1,1.0
40.7339515686,-73.9588928223,18.5,2012-04-16 03:41:52,"iPhone3,3",5.1,1.0
40.7298469543,-73.9931564331,16.8913764954,2012-04-16 14:02:40,"iPhone3,3",5.1,1.0
40.7269515991,-73.980506897,47.1812171936,2012-04-16 20:58:40,"iPhone3,3",5.1,1.0
40.7344017029,-73.9567489624,24.9340229034,2012-04-16 21:13:36,"iPhone3,3",5.1,1.0
40.7271194458,-73.9525756836,28.6666660309,2012-04-16 21:39:12,"iPhone3,3",5.1,1.0
40.7329330444,-73.9580841064,23.2000007629,2012-04-16 22:11:12,"iPhone3,3",5.1,1.0
40.7366714478,-73.9747543335,18.25,2012-04-17 02:35:44,"iPhone3,3",5.1,1.0
40.7333297729,-73.959815979,18.0033397675,2012-04-17 02:44:16,"iPhone3,3",5.1,1.0
40.734085083,-73.9908981323,52.3333320618,2012-04-17 14:19:44,"iPhone3,3",5.1,1.0
40.7277450562,-73.9948654175,45.5207290649,2012-04-17 14:28:16,"iPhone3,3",5.1,1.0
40.7322463989,-73.9911956787,49.4425010681,2012-04-17 22:17:36,"iPhone3,3",5.1,1.0
40.7334518433,-73.9763565063,45.2454109192,2012-04-17 22:36:48,"iPhone3,3",5.1,1.0
40.7318496704,-73.9548110962,24.3970489502,2012-04-17 22:41:04,"iPhone3,3",5.1,1.0
40.7341041565,-73.9909133911,51.9090919495,2012-04-18 13:00:48,"iPhone3,3",5.1,1.0
40.7293281555,-73.9934844971,46.4285697937,2012-04-18 14:30:24,"iPhone3,3",5.1,1.0
40.728679657,-73.9780883789,43.5008468628,2012-04-19 02:50:40,"iPhone3,3",5.1,1.0
40.7302970886,-73.9512863159,-2,2012-04-19 02:57:04,"iPhone3,3",5.1,1.0
40.7389373779,-73.9660186768,26,2012-04-19 03:01:20,"iPhone3,3",5.1,1.0
40.7338790894,-73.9588470459,18.6266479492,2012-04-19 03:37:36,"iPhone3,3",5.1,1.0
40.7292404175,-73.9935150146,51.25,2012-04-19 12:30:56,"iPhone3,3",5.1,1.0
40.732170105,-73.9563827515,25.1666660309,2012-04-20 00:51:12,"iPhone3,3",5.1,1.0
40.7383270264,-73.9663162231,18,2012-04-20 03:16:16,"iPhone3,3",5.1,1.0
40.733921051,-73.9588470459,18,2012-04-20 03:41:52,"iPhone3,3",5.1,1.0
40.7437858582,-73.973197937,18,2012-04-20 07:10:56,"iPhone3,3",5.1,1.0
40.7376861572,-73.9642715454,-2,2012-04-20 07:23:44,"iPhone3,3",5.1,1.0
40.7339630127,-73.9588317871,18.2857151031,2012-04-20 08:04:16,"iPhone3,3",5.1,1.0
40.7400054932,-73.967666626,25,2012-04-20 08:32:00,"iPhone3,3",5.1,1.0
40.7339553833,-73.9588775635,18,2012-04-20 09:01:52,"iPhone3,3",5.1,1.0
40.7400245667,-73.9676895142,9,2012-04-20 09:31:44,"iPhone3,3",5.1,1.0
40.7339439392,-73.9588088989,18.571428299,2012-04-20 10:33:36,"iPhone3,3",5.1,1.0
40.7399711609,-73.9676132202,37,2012-04-20 11:03:28,"iPhone3,3",5.1,1.0
