GEORGETOWN UNIVERSITY (THE),379018,NSF
UNIVERSITY OF UTAH  THE,199896,NSF
LELAND STANFORD JUNIOR UNIVERSITY  THE,280000,NSF
UNIVERSITY OF PITTSBURGH THE,232474,NSF
UNIVERSITY OF WEST GEORGIA,250000,NSF
MICHIGAN STATE UNIVERSITY,370000,NSF
NORTHWESTERN UNIVERSITY,448377,NSF
NORWICH UNIVERSITY,29992,NSF
TEXAS A&M ENGINEERING EXPERIMENT STATION,139879,NSF
UNIVERSITY OF CINCINNATI,140002,NSF
BUCKNELL UNIVERSITY,17775,NSF
UNIVERSITY OF MARYLAND BALTIMORE COUNTY,844625,NSF
UNIVERSITY OF ALABAMA,116504,NSF
UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE,140000,NSF
UNIVERSITY OF ILLINOIS,255027,NSF
RUTGERS  THE STATE UNIVERSITY OF NEW JERSEY,280000,NSF
GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION  INC.,60000,NSF
PORTLAND STATE UNIVERSITY,32616,NSF
UNIVERSITY OF TEXAS AT ARLINGTON,214458,NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA  THE,498710,NSF
UNIVERSITY OF MARYLAND,376981,NSF
AUBURN UNIVERSITY,415000,NSF
OREGON STATE UNIVERSITY,1349621,NSF
MARQUETTE UNIVERSITY,844254,NSF
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,180000,NSF
REGENTS OF THE UNIVERSITY OF MINNESOTA,249931,NSF
NORTHWESTERN UNIVERSITY,165000,NSF
GEORGIA TECH RESEARCH CORPORATION,114122,NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA  THE,399999,NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA  THE,275001,NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA  THE,249982,NSF
UNIVERSITY OF CALIFORNIA  SAN DIEGO,358917,NSF
CALIFORNIA INSTITUTE OF TECHNOLOGY,60000,NSF
UNIVERSITY OF ALASKA FAIRBANKS,127864,NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,543520,NSF
LEHIGH UNIVERSITY,300000,NSF
UNIVERSITY OF LOUISIANA AT LAFAYETTE,372513,NSF
UNIVERSITY OF NORTH TEXAS,299558,NSF
CORNELL UNIVERSITY  INC,1400000,NSF
UNIVERSITY OF MASSACHUSETTS,492651,NSF
CHICAGO ZOOLOGICAL SOCIETY INC,795814,NSF
CARNEGIE MELLON UNIVERSITY,493500,NSF
RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK  THE,298197,NSF
UNIVERSITY OF MAINE SYSTEM,219966,NSF
UNIVERSITY OF WASHINGTON,155250,NSF
REGENTS OF THE UNIVERSITY OF COLORADO  THE,153236,NSF
UNIVERSITY OF MASSACHUSETTS,2481020,NSF
UNIVERSITY OF ILLINOIS,572300,NSF
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,572182,NSF
UNIVERSITY OF WISCONSIN SYSTEM,80122,NSF
NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,210568,NSF
OLD DOMINION UNIVERSITY RESEARCH FOUNDATION,245460,NSF
TRUSTEES OF INDIANA UNIVERSITY,48259,NSF
K2 COMMUNICATIONS  INC.,618581,NSF
UNIVERSITY OF CALIFORNIA  LOS ANGELES,120000,NSF
CHILDREN'S RESEARCH INSTITUTE,140000,NSF
NORTH CAROLINA STATE UNIVERSITY,296621,NSF
EDUCATION  MARYLAND DEPARTMENT OF,169416,NSF
UNIVERSITY OF NOTRE DAME DU LAC,440000,NSF
RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,149997,NSF
UNIVERSITY OF NOTRE DAME DU LAC,300000,NSF
CALIFORNIA STATE UNIVERSITY  FULLERTON,1462069,NSF
PENNSYLVANIA STATE UNIVERSITY  THE,524871,NSF
PENNSYLVANIA STATE UNIVERSITY  THE,39625,NSF
PENNSYLVANIA STATE UNIVERSITY  THE,59023,NSF
UNIVERSITY OF NOTRE DAME DU LAC,700000,NSF
UNIVERSITY OF NOTRE DAME DU LAC,217250,NSF
DIOXIDE MATERIALS  INC.,649132,NSF
UNIVERSITY OF CALIFORNIA  SANTA BARBARA,16764,NSF
NORTH CAROLINA STATE UNIVERSITY,4312,NSF
THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK,535000,NSF
RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,171000,NSF
UNIVERSITY OF MASSACHUSETTS,199959,NSF
JOHNS HOPKINS UNIVERSITY  THE,63803,NASA
REGENTS OF THE UNIVERSITY OF MICHIGAN,72974,NASA
REGENTS OF THE UNIVERSITY OF COLORADO  THE,125000,NASA
UNIVERSITY OF CALIFORNIA  LOS ANGELES,69773,NASA
TEXAS A & M UNIVERSITY,59703,NASA
UNIVERSITY OF WASHINGTON,54184,NASA
CASE WESTERN RESERVE UNIVERSITY,150000,NASA
THE GEORGE WASHINGTON UNIVERSITY,76000,NASA
NORTHWESTERN UNIVERSITY,85000,NASA
RENSSELAER POLYTECHNIC INSTITUTE,50000,NASA
SOUTHWEST RESEARCH INSTITUTE,346044,NASA
UNIVERSITY OF MARYLAND,1155733,NASA
LOWELL OBSERVATORY,61000,NASA
BIOLOGICAL SCIENCES CURRICULUM STUDY,449817,NSF
HARVARD COLLEGE  PRESIDENT & FELLOWS OF,746191,NSF
TETRAMER TECHNOLOGIES L.L.C.,750000,NSF
MONTEREY PENINSULA COMMUNITY COLLEGE DISTRICT (INC),1999011,NSF
UNIVERSITY OF CALIFORNIA  IRVINE,49999,NSF
RUTGERS  THE STATE UNIVERSITY OF NEW JERSEY,225000,NSF
UNIVERSITY OF MAINE SYSTEM,381384,NSF
NEROC,785824,NSF
UNIVERSITY OF CONNECTICUT,295573,NSF
UNIVERSITY OF WISCONSIN SYSTEM,49999,NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA  THE,250000,NSF
ALLEGHENY COLLEGE,243237,NSF
THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK,461998,NSF
NORTHEASTERN UNIVERSITY,247572,NSF
GALLAUDET UNIVERSITY,38827,NSF
UNIVERSITY OF WISCONSIN SYSTEM,683998,NSF
UNIVERSITY OF SOUTHERN CALIFORNIA,667000,NSF
LELAND STANFORD JUNIOR UNIVERSITY  THE,85879,NSF
UNIVERSITY OF TENNESSEE,119869,NSF
NORTHERN ARIZONA UNIVERSITY,582059,NSF
TEXAS CHRISTIAN UNIVERSITY INC,73521,NSF
UNIVERSITY OF WASHINGTON,17500,NSF
ASSOCIATION FOR THE ADVANCEMENT OF ARTIFICIAL INTELLIGENCE,71832,NSF
OLD DOMINION UNIVERSITY RESEARCH FOUNDATION,85000,NSF
REGENTS OF THE UNIVERSITY OF MINNESOTA,330945,NSF
UNIVERSITY OF SOUTHERN CALIFORNIA,200000,NSF
MARYMOUNT UNIVERSITY,162564,NSF
UNIVERSITY OF ARIZONA,32094,NSF
COLLEGE OF WILLIAM & MARY  THE,215001,NSF
CALIFORNIA STATE UNIVERSITY  CHANNEL ISLANDS,2499,NSF
BOARD OF DIRECTORS OF WITTENBERG COLLEGE  THE,43069,NSF
IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,174855,NSF
UNIVERSITY OF TEXAS AT AUSTIN,899999,NSF
WESTAT  INC.,519492,NSF
LELAND STANFORD JUNIOR UNIVERSITY  THE,260000,NSF
GEORGIA TECH RESEARCH CORPORATION,241026.94,NSF
GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION  INC.,499209,NSF
CARNEGIE MELLON UNIVERSITY,355545,NSF
ENTANGLEMENT TECHNOLOGIES  INC.,750000,NSF
CORNELL UNIVERSITY  INC,40872,NSF
UNIVERSITY OF GEORGIA RESEARCH FOUNDATION  INC.,298854,NSF
UNIVERSITY OF WASHINGTON,2157201,NSF
UNIVERSITY OF MASSACHUSETTS,24813,NSF
UNIVERSITY OF MEMPHIS,34200,NSF
DREXEL UNIVERSITY,350852,NSF
UNIVERSITY OF CALIFORNIA  IRVINE,1060000,NSF
UNIVERSITY OF SOUTH FLORIDA,449972,NSF
TRUSTEES OF TUFTS COLLEGE INC,325000,NSF
NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,90000,NSF
OCULAR DYNAMICS,716028,NSF
JOHNS HOPKINS UNIVERSITY  THE,100283,NSF
COLLEGE OF CHARLESTON,234147,NSF
UNIVERSITY OF ALABAMA,243283,NSF
BARNARD COLLEGE (INC),90810,NSF
UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE,99062,NSF
THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK,834000,NSF
WAKE FOREST UNIVERSITY,199750,NSF
TENNESSEE TECHNOLOGICAL UNIVERSITY,244160,NSF
GEORGIA TECH RESEARCH CORPORATION,269435,NSF
SYRACUSE UNIVERSITY,89878,NSF
UNIVERSITY OF TEXAS AT EL PASO,216999,NSF
DICKINSON COLLEGE,66850,NSF
OHIO STATE UNIVERSITY  THE,25000,NSF
LELAND STANFORD JUNIOR UNIVERSITY  THE,173898,NSF
RIVANNA MEDICAL  LLC,750000,NSF
MISSISSIPPI STATE UNIVERSITY,51360,NSF
UNIVERSITY OF NEBRASKA,53232,NSF
ARIZONA STATE UNIVERSITY,955001,NSF
REGENTS OF THE UNIVERSITY OF COLORADO  THE,2000,NSF
UNIVERSITY OF ARIZONA,317351,NSF
ILLINOIS INSTITUTE OF TECHNOLOGY,512169,NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN,21000,NSF
UNIVERSITY OF MARYLAND,300000,NSF
CLEMSON UNIVERSITY,341558,NSF
UNIVERSITY OF CALIFORNIA  SAN DIEGO,450000,NSF
TRUSTEES OF PRINCETON UNIVERSITY  THE,86900,NSF
MICHIGAN STATE UNIVERSITY,99316,NSF
JACKSON STATE COMMUNITY COLLEGE,32500,NSF
PURDUE UNIVERSITY,135531,NSF
UNIVERSITY OF WISCONSIN SYSTEM,497426,NSF
UNIVERSITY SYSTEM OF NEW HAMPSHIRE,722107,NSF
BARROW ARCTIC SCIENCE CONSORTIUM,16851,NSF
GEORGIA TECH RESEARCH CORPORATION,16969,NSF
ROGERS STATE UNIVERSITY FOUNDATION  INC.,74591,NSF
GEORGE MASON UNIVERSITY,474996,NSF
UNIVERSITY OF CALIFORNIA  IRVINE,474998,NSF
UNIVERSITY OF TEXAS AT AUSTIN,200000,NSF
UNIVERSITY OF HAWAII SYSTEMS,90000,NSF
UNIVERSITY OF CALIFORNIA  IRVINE,746783,NSF
UNIVERSITY OF MARYLAND BALTIMORE COUNTY,0,NSF
UNIVERSITY OF UTAH  THE,685380,NSF
UNIVERSITY OF CALIFORNIA  SAN DIEGO,300000,NSF
REGENTS OF THE UNIVERSITY OF COLORADO  THE,638586,NSF
ROWAN UNIVERSITY,280000,NSF
TRUSTEES OF THE COLORADO SCHOOL OF MINES,282000,NSF
IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,0,NSF
UNIVERSITY OF CALIFORNIA  SANTA BARBARA,308213,NSF
UNIVERSITY OF ILLINOIS,600000,NSF
CARNEGIE MELLON UNIVERSITY,48424,NSF
FISK UNIVERSITY,130000,NSF
TRUSTEES OF PRINCETON UNIVERSITY  THE,700000,NSF
RUTGERS  THE STATE UNIVERSITY OF NEW JERSEY,702850,NSF
UNIVERSITY OF TEXAS AT DALLAS,313388,NSF
TRUSTEES OF BOSTON UNIVERSITY,455000,NSF
UNIVERSITY OF NOTRE DAME DU LAC,299995,NSF
PENNSYLVANIA STATE UNIVERSITY  THE,640000,NSF
NORTH CAROLINA STATE UNIVERSITY,999103,NSF
NORTH CAROLINA STATE UNIVERSITY,740000,NSF
NORTH CAROLINA STATE UNIVERSITY,384143,NSF
PENNSYLVANIA STATE UNIVERSITY  THE,300000,NSF
VERISTRIDE  INC,748259,NSF
ARKANSAS STATE UNIVERSITY,90443,NSF
PENNSYLVANIA STATE UNIVERSITY  THE,94804,NSF
NORTH CAROLINA STATE UNIVERSITY,77098,NSF
UNIVERSITY OF CENTRAL FLORIDA,199355,NSF
UNIVERSITY OF ARIZONA,611334,NSF
CARNEGIE MELLON UNIVERSITY,1262883,NSF
PURDUE UNIVERSITY,71703,NASA
UNIVERSITY OF CALIFORNIA  LOS ANGELES,354839,NASA
UNIVERSITY OF CALIFORNIA  SANTA BARBARA,50000,NASA
REGENTS OF THE UNIVERSITY OF MICHIGAN,300000,NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,60142.69,NASA
KANSAS STATE UNIVERSITY,100000,NASA
UNIVERSITY OF ROCHESTER,100000,NASA
BROWN UNIVERSITY IN PROVIDENCE IN STATE OF RI AND PROVIDENCE PLANTATIONS,400000,NSF
UNIVERSITY OF WASHINGTON,75000,NASA
JOHNS HOPKINS UNIVERSITY  THE,76000,NASA
UNIVERSITY OF TEXAS AT BROWNSVILLE,276233,NSF
TRUSTEES OF DARTMOUTH COLLEGE,355399,NSF
THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK,513900,NSF
CLEMSON UNIVERSITY,178407,NSF
BRANDEIS UNIVERSITY,400000,NSF
HARVARD COLLEGE  PRESIDENT & FELLOWS OF,306077,NSF
HARVEY MUDD COLLEGE,180023,NSF
UNIVERSITY OF MISSOURI SYSTEM,274444,NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN,39891,NSF
AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,4475779,NSF
GEORGE MASON UNIVERSITY,52304,NSF
CORNELL UNIVERSITY  INC,337712,NSF
UNIVERSITY OF CHICAGO  THE,346375,NSF
UNIVERSITY OF ARKANSAS SYSTEM,360000,NSF
TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,400654,NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,833999,NSF
UNIVERSITY OF CALIFORNIA  SAN DIEGO,600000,NSF
RUTGERS  THE STATE UNIVERSITY OF NEW JERSEY,399999,NSF
RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK  THE,280427,NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,299995,NSF
BROWN UNIVERSITY IN PROVIDENCE IN STATE OF RI AND PROVIDENCE PLANTATIONS,180000,NSF
UNIVERSITY OF ILLINOIS,456171,NSF
OHIO STATE UNIVERSITY  THE,410000,NSF
UNIVERSITY OF NEBRASKA,150000,NSF
TRUSTEES OF PRINCETON UNIVERSITY  THE,347400,NSF
RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,143066,NSF
NORTHEASTERN UNIVERSITY,499999,NSF
WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,150953,NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN,358596,NSF
UNIVERSITY OF CALIFORNIA  IRVINE,491713,NSF
WILLIAM MARSH RICE UNIVERSITY,200000,NSF
UNIVERSITY OF NEW ENGLAND,417785,NSF
UNIVERSITY OF MASSACHUSETTS,432214,NSF
HARVARD COLLEGE  PRESIDENT & FELLOWS OF,300000,NSF
DUKE UNIVERSITY,330438,NSF
UNIVERSITY OF ARIZONA,413250,NSF
TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,400000,NSF
RENSSELAER POLYTECHNIC INSTITUTE,120000,NSF
REGENTS OF THE UNIVERSITY OF MINNESOTA,429236,NSF
BARNARD COLLEGE (INC),178485,NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN,360000,NSF
UNIVERSITY OF MISSOURI SYSTEM,92751,NSF
PURDUE UNIVERSITY,131026,NSF
RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK  THE,849718,NSF
UNIVERSITY OF WASHINGTON,249975,NSF
TRUSTEES OF PRINCETON UNIVERSITY  THE,157897,NSF
ARIZONA STATE UNIVERSITY,179936,NSF
IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,872474,NSF
UNIVERSITY OF TEXAS AT ARLINGTON,640608,NSF
UNIVERSITY OF ILLINOIS,499695,NSF
NATIONAL BUREAU OF ECONOMIC RESEARCH  INC.,460880,NSF
COLORADO STATE UNIVERSITY,250000,NSF
WASHINGTON STATE UNIVERSITY,249796,NSF
UNIVERSITY OF FLORIDA,425528,NSF
DREXEL UNIVERSITY,442301,NSF
MICHIGAN STATE UNIVERSITY,1016489,NSF
UNIVERSITY OF CALIFORNIA  SAN DIEGO,463607,NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN,1495218,NSF
UNIVERSITY OF ARIZONA,115301,NSF
UNIVERSITY OF WISCONSIN SYSTEM,678376,NSF
REGENTS OF THE UNIVERSITY OF COLORADO  THE,490072,NSF
FLORIDA STATE UNIVERSITY  THE,14649,NSF
UNIVERSITY OF SOUTH CAROLINA,205000,NSF
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,299930,NSF
UNIVERSITY OF PACIFIC,151307,NSF
HARVARD COLLEGE  PRESIDENT & FELLOWS OF,114489,NSF
WAKE FOREST UNIVERSITY,129557,NSF
UNIVERSITY OF MAINE SYSTEM,722500,NSF
TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,144462,NSF
UNIVERSITY OF ILLINOIS,300000,NSF
RENSSELAER POLYTECHNIC INSTITUTE,291000,NSF
SYRACUSE UNIVERSITY,122096,NSF
FYODOR BIOTECHNOLOGIES  INC.,729789,NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,200000,NSF
UNIVERSITY OF DELAWARE,496020,NSF
UNIVERSITY OF MISSOURI SYSTEM,300000,NSF
JOHNS HOPKINS UNIVERSITY  THE,561787,NSF
THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK,130000,NSF
UNIVERSITY OF CALIFORNIA  SAN DIEGO,501801,NSF
UNIVERSITY OF MISSOURI SYSTEM,99986,NSF
WASHINGTON UNIVERSITY  THE,363388,NSF
CALIFORNIA INSTITUTE OF TECHNOLOGY,200000,NSF
RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,65944,NSF
BROWN UNIVERSITY IN PROVIDENCE IN STATE OF RI AND PROVIDENCE PLANTATIONS,72845,NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN,142200,NSF
UNIVERSITY OF WASHINGTON,691465,NSF
CLARKSON UNIVERSITY,350000,NSF
UNIVERSITY OF NEW MEXICO,124164,NSF
UNIVERSITY OF TOLEDO  THE,100000,NSF
VANDERBILT UNIVERSITY  THE,377894,NSF
GEORGIA SOUTHERN UNIVERSITY RESEARCH AND SERVICE FOUNDATION  INC.,153000,NSF
CORNELL UNIVERSITY  INC,600000,NSF
ARIZONA STATE UNIVERSITY,199808,NSF
CASE WESTERN RESERVE UNIVERSITY,540000,NSF
CARNEGIE MELLON UNIVERSITY,800000,NSF
WAYNE STATE UNIVERSITY (INC),290000,NSF
UNIVERSITY OF ILLINOIS,453734,NSF
CHICAGO STATE UNIVERSITY,162273,NSF
BRIGHAM YOUNG UNIVERSITY,441063,NSF
GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION  INC.,95566,NSF
UNIVERSITY OF CALIFORNIA  DAVIS,274169,NSF
TENNESSEE TECHNOLOGICAL UNIVERSITY,208994,NSF
UNIVERSITY OF ROCHESTER,449911,NSF
UNIVERSITY OF ILLINOIS,370649,NSF
WASHINGTON STATE UNIVERSITY,83715,NSF
ELIZABETH CITY STATE UNIVERSITY,237423,NSF
CARLETON COLLEGE,329474,NSF
NORTHERN ARIZONA UNIVERSITY,249990,NSF
GEORGIA TECH RESEARCH CORPORATION,280000,NSF
CARNEGIE MELLON UNIVERSITY,722580,NSF
RUTGERS  THE STATE UNIVERSITY OF NEW JERSEY,390000,NSF
TRUSTEES OF TUFTS COLLEGE INC,52970,NSF
MICHIGAN STATE UNIVERSITY,445719,NSF
UNIVERSITY OF SOUTH CAROLINA,390000,NSF
UNIVERSITY OF PITTSBURGH THE,152972,NSF
NORTHWESTERN UNIVERSITY,239999,NSF
TRUSTEES OF BOSTON UNIVERSITY,573985,NSF
UNIVERSITY OF HAWAII SYSTEMS,235778,NSF
JOHNS HOPKINS UNIVERSITY  THE,303165,NSF
BROWN UNIVERSITY IN PROVIDENCE IN STATE OF RI AND PROVIDENCE PLANTATIONS,499998,NSF
GEORGETOWN UNIVERSITY (THE),443000,NSF
RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,531039,NSF
OHIO STATE UNIVERSITY  THE,192000,NSF
ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND  THE,154592,NSF
MICHIGAN STATE UNIVERSITY,499999,NSF
UNIVERSITY OF OKLAHOMA,298976,NSF
TEXAS TECH UNIVERSITY SYSTEM,292500,NSF
UNIVERSITY OF ARIZONA,35215,NSF
INCORPORATED RESEARCH INSTITUTIONS FOR SEISMOLOGY,1783919,NSF
ARIZONA STATE UNIVERSITY,375964,NSF
INTERFACIAL SOLUTIONS LLC,750000,NSF
LELAND STANFORD JUNIOR UNIVERSITY  THE,1350000,NSF
WRIGHT STATE UNIVERSITY,300000,NSF
UNIVERSITY OF ILLINOIS,465000,NSF
REGENTS OF THE UNIVERSITY OF IDAHO,519897,NSF
IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,150000,NSF
TRUSTEES OF INDIANA UNIVERSITY,283620,NSF
CARNEGIE MELLON UNIVERSITY,600000,NSF
UNIVERSITY OF ILLINOIS,26242.59,NSF
THE UNIVERSITY OF AKRON,390000,NSF
UNIVERSITY OF CHICAGO  THE,749854,NSF
UNIVERSITY OF DELAWARE,14590,NSF
POWER FINGERPRINTING  INC,499780,NSF
NORTH CAROLINA STATE UNIVERSITY,509166,NSF
WORCESTER POLYTECHNIC INSTITUTE,149938,NSF
PENNSYLVANIA STATE UNIVERSITY  THE,227980,NSF
UNIVERSITY OF CENTRAL FLORIDA,154596.08,NSF
UNIVERSITY OF CENTRAL FLORIDA,150000,NSF
WORCESTER POLYTECHNIC INSTITUTE,5695,NSF
UNIVERSITY OF WISCONSIN SYSTEM,181615,NSF
UNIVERSITY OF KANSAS CENTER FOR RESEARCH  INC.,1100000,NSF
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,71655,NSF
UNIVERSITY OF CONNECTICUT,50000,NSF
UNIVERSITY OF MASSACHUSETTS,158872,NSF
RENSSELAER POLYTECHNIC INSTITUTE,269994,NSF
CORNELL UNIVERSITY  INC,425000,NSF
UNIVERSITY OF CALIFORNIA  IRVINE,50000,NSF
STARMOBILE  INC.,750000,NSF
UNIVERSITY OF MASSACHUSETTS,159122,NSF
UNIVERSITY OF CALIFORNIA  SAN FRANCISCO,180006,NSF
JOHNS HOPKINS UNIVERSITY  THE,155835,NSF
OHIO STATE UNIVERSITY  THE,240000,NSF
IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,50000,NSF
UNIVERSITY OF CONNECTICUT,200000,NSF
MATERIALS RESEARCH SOCIETY,11500,NSF
TEXAS A&M ENGINEERING EXPERIMENT STATION,149805,NSF
UNIVERSITY OF SOUTHERN CALIFORNIA,228159,NSF
RENSSELAER POLYTECHNIC INSTITUTE,329455,NSF
UNIVERSITY OF DELAWARE,50000,NSF
STEVENS INSTITUTE OF TECHNOLOGY (INC),269538,NSF
OREGON STATE UNIVERSITY,1200000,NSF
KANSAS STATE UNIVERSITY,80000,NSF
ARIZONA STATE UNIVERSITY,50000,NSF
UNIVERSITY OF ARIZONA,420000,NSF
OHIO STATE UNIVERSITY  THE,727258,NSF
PURDUE UNIVERSITY,50000,NSF
BROWN UNIVERSITY IN PROVIDENCE IN STATE OF RI AND PROVIDENCE PLANTATIONS,50000,NSF
CLEMSON UNIVERSITY,300000,NSF
S2 CORPORATION,462502,NSF
PURDUE UNIVERSITY,71446,NSF
TEXAS A&M ENGINEERING EXPERIMENT STATION,33185,NSF
BETTERGY CORP.,492785,NSF
CORNELL UNIVERSITY  INC,150000,NSF
UNIVERSITY OF SOUTH CAROLINA,50000,NSF
UNIVERSITY OF ILLINOIS,390000,NSF
UNIVERSITY OF TEXAS AT AUSTIN,227818,NSF
GORDON RESEARCH CONFERENCES INC,34750,NSF
CLEMSON UNIVERSITY,434250,NSF
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,64341,NSF
CARNEGIE MELLON UNIVERSITY,455963,NSF
UNIVERSITY OF CALIFORNIA  LOS ANGELES,422600,NSF
VANDERBILT UNIVERSITY  THE,260000,NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA AT RIVERSIDE,700790,NSF
TRUSTEES OF WHEATON COLLEGE  THE,299355,NSF
GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION  INC.,149999,NSF
HARVARD COLLEGE  PRESIDENT & FELLOWS OF,750088,NSF
THE TRUSTEES OF MOUNT HOLYOKE COLLEGE,141129,NSF
TRUSTEES OF BOSTON UNIVERSITY,50000,NSF
RUTGERS  THE STATE UNIVERSITY OF NEW JERSEY,50000,NSF
UNIVERSITY OF NEW MEXICO,258196,NSF
OHIO STATE UNIVERSITY  THE,299334,NSF
UNIVERSITY OF ILLINOIS,420000,NSF
UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,99970,NSF
UNIVERSITY OF HOUSTON SYSTEM,184937,NSF
WILLIAM MARSH RICE UNIVERSITY,150000,NSF
INTERNATIONAL COMPUTER SCIENCE INSTITUTE,269993,NSF
UNIVERSITY OF FLORIDA,410672,NSF
NORTHWESTERN UNIVERSITY,191372,NSF
UNIVERSITY OF SOUTH CAROLINA,390000,NSF
UNIVERSITY OF TEXAS AT SAN ANTONIO,45139,NSF
UNIVERSITY OF CALIFORNIA  DAVIS,360000,NSF
UNIVERSITY OF ILLINOIS,460000,NSF
UNIVERSITY OF CALIFORNIA  DAVIS,800000,NSF
UNIVERSITY OF TEXAS AT AUSTIN,50000,NSF
UNIVERSITY OF TEXAS AT DALLAS,150000,NSF
UNIVERSITY OF SOUTHERN CALIFORNIA,110000,NSF
NORTHEASTERN UNIVERSITY,149999,NSF
MICHIGAN STATE UNIVERSITY,150000,NSF
BROWN UNIVERSITY IN PROVIDENCE IN STATE OF RI AND PROVIDENCE PLANTATIONS,500001,NSF
UNIVERSITY OF HOUSTON SYSTEM,149997,NSF
UNIVERSITY OF WEST GEORGIA,229699,NSF
TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,132608,NSF
MINERALS  METALS AND MATERIALS SOCIETY  INC.   THE,5000,NSF
TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,134798,NSF
GEORGIA TECH RESEARCH CORPORATION,390988,NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,17458,NSF
NORTH CAROLINA STATE UNIVERSITY,106387.71,NSF
COMMUNITY COLLEGE OF RHODE ISLAND,136466,NSF
UNIVERSITY OF HOUSTON SYSTEM,1103743,NSF
SAN JACINTO COMMUNITY COLLEGE DISTRICT,475046,NSF
UNIVERSITY OF WISCONSIN SYSTEM,884999,NSF
BUCKNELL UNIVERSITY,450000,NSF
AMERICAN INDIAN SCIENCE & ENGINEERING SOCIETY,347496,NSF
UNIVERSITY OF KENTUCKY,1000000,NSF
UNIVERSITY OF HOUSTON SYSTEM,132655,NSF
MICHIGAN STATE UNIVERSITY,1463031,NSF
PORTLAND STATE UNIVERSITY,588267,NSF
THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK,164546,NSF
CHILDREN'S HOSPITAL MEDICAL CENTER,525000,NSF
WESTERN WASHINGTON UNIVERSITY,449957,NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,16330,NSF
UNIVERSITY OF IOWA  THE,499788,NSF
DUKE UNIVERSITY,16632,NSF
